item_types,weekday,time_since_person,time_of_day,current_sit_minutes,total_session_minutes,num_previous_returns,seat_now_occupied,new_person_present,label
"iPad,wallet,phone,book",Thu,31,11.59,8,192,0,0,0,LEFT_BEHIND
"bottle,laptop",Fri,8,13.06,190,206,5,1,1,TEMP_LEAVE
"mouse,iPad",Thu,19,16.03,67,143,5,0,1,TEMP_LEAVE
"glasses,iPad",Wed,17,9.71,146,215,2,0,0,TEMP_LEAVE
"pen,student-id,keys",Sun,24,20.62,115,195,0,1,0,OCCUPIED
"laptop,paper,student-id,glasses",Fri,21,12.11,169,345,2,1,0,OCCUPIED
bottle,Wed,48,17.87,47,124,4,0,0,LEFT_BEHIND
"watch,paper,mouse,laptop",Thu,30,17.53,135,155,2,0,0,TEMP_LEAVE
"student-id,pen,glasses",Fri,28,8.1,39,172,2,1,1,LEFT_BEHIND
phone,Sun,37,16.52,63,102,4,1,1,LEFT_BEHIND
"pen,iPad",Fri,40,14.47,121,318,2,0,0,TEMP_LEAVE
glasses,Fri,11,16.71,131,226,0,0,1,LEFT_BEHIND
"student-id,glasses",Tue,30,10.52,158,235,0,1,1,LEFT_BEHIND
"keys,iPad",Mon,28,13.86,193,253,4,0,0,TEMP_LEAVE
"student-id,iPad,book,watch",Mon,34,9.38,101,134,5,0,0,TEMP_LEAVE
"pen,student-id,wallet,bag",Fri,46,21.68,15,98,3,0,1,TEMP_LEAVE
"glasses,iPad,watch,mouse",Fri,51,9.05,33,113,5,0,1,TEMP_LEAVE
paper,Sun,51,18.17,37,117,1,0,0,LEFT_BEHIND
"bottle,student-id",Wed,7,18.14,115,234,4,1,1,TEMP_LEAVE
"laptop,iPad",Sun,40,14.22,196,363,0,1,1,LEFT_BEHIND
"iPad,charging-cable,bag",Fri,52,10.23,188,370,4,0,1,TEMP_LEAVE
"bottle,book,mouse",Wed,15,10.8,95,161,4,0,0,LEFT_BEHIND
"wallet,laptop",Mon,22,11.88,140,299,0,0,0,TEMP_LEAVE
"earphones,keys",Mon,13,13.97,164,329,4,1,1,LEFT_BEHIND
"student-id,book,iPad,bag",Sun,12,14.33,30,46,0,0,0,TEMP_LEAVE
"book,earphones",Thu,15,20.18,195,246,1,0,0,LEFT_BEHIND
charging-cable,Wed,2,15.17,96,250,5,1,1,TEMP_LEAVE
"phone,watch",Mon,50,10.67,154,314,3,1,1,LEFT_BEHIND
"mouse,pen,book",Sun,6,18.73,30,206,5,0,1,TEMP_LEAVE
"bottle,mouse,charging-cable,bag",Sat,25,17.02,181,299,1,0,1,TEMP_LEAVE
book,Thu,16,17.29,119,285,2,1,1,LEFT_BEHIND
"bag,mouse,student-id,iPad",Thu,45,16.85,166,236,1,1,0,OCCUPIED
"bag,iPad,pen",Mon,57,14.46,26,58,1,0,1,TEMP_LEAVE
"glasses,student-id",Sat,42,14.5,112,280,2,1,0,OCCUPIED
glasses,Wed,46,9.34,83,269,5,1,1,LEFT_BEHIND
"bottle,book",Tue,26,10.87,117,159,2,1,0,OCCUPIED
"bottle,earphones",Mon,42,19.69,170,286,0,0,1,LEFT_BEHIND
"phone,pen",Tue,50,14.89,80,256,1,1,0,OCCUPIED
"laptop,book,charging-cable",Sun,51,12.27,136,312,3,0,1,TEMP_LEAVE
wallet,Sat,7,10.14,91,209,0,0,0,LEFT_BEHIND
"bag,mouse,wallet",Wed,35,19.71,156,291,0,0,1,LEFT_BEHIND
"iPad,paper,book,glasses",Thu,12,19.54,80,211,1,1,0,OCCUPIED
iPad,Sun,6,19.34,119,148,2,0,0,TEMP_LEAVE
"laptop,phone,iPad,mouse",Mon,26,8.38,122,150,3,0,1,TEMP_LEAVE
"earphones,iPad,book,paper",Fri,49,9.57,200,220,3,1,1,LEFT_BEHIND
student-id,Mon,22,10.42,8,59,0,0,1,TEMP_LEAVE
"watch,laptop",Tue,21,14.13,129,279,5,0,1,TEMP_LEAVE
"bottle,watch",Wed,2,18.85,49,141,2,0,1,TEMP_LEAVE
"book,student-id",Fri,34,12.29,190,271,4,1,0,OCCUPIED
earphones,Mon,25,8.39,14,43,4,0,0,LEFT_BEHIND
"mouse,charging-cable,wallet",Fri,36,19.38,134,140,3,0,0,LEFT_BEHIND
earphones,Thu,5,12.49,125,232,4,1,1,TEMP_LEAVE
"charging-cable,iPad",Wed,3,11.93,93,128,0,1,0,OCCUPIED
"phone,keys,mouse",Sun,20,9.36,73,254,5,0,1,TEMP_LEAVE
earphones,Wed,52,18.91,150,185,1,1,0,OCCUPIED
glasses,Tue,58,10.68,83,92,1,0,1,LEFT_BEHIND
"charging-cable,glasses,wallet",Mon,8,14.97,187,304,2,0,0,TEMP_LEAVE
"phone,pen",Sat,33,10.55,88,223,3,1,1,LEFT_BEHIND
"mouse,bag,earphones,keys",Wed,60,9.45,33,135,4,1,0,OCCUPIED
"pen,student-id",Fri,28,10.54,48,88,2,0,1,TEMP_LEAVE
"bottle,laptop,mouse",Sun,32,20.61,40,146,5,0,1,TEMP_LEAVE
"watch,student-id,wallet,paper",Wed,10,17.67,112,153,1,1,0,OCCUPIED
paper,Sat,56,10.16,142,312,3,1,1,LEFT_BEHIND
"keys,iPad,earphones",Thu,18,20.97,47,97,3,0,0,TEMP_LEAVE
"keys,bottle,paper",Fri,5,10.26,101,205,5,0,1,TEMP_LEAVE
"charging-cable,iPad",Wed,15,20.57,135,329,4,1,0,OCCUPIED
"bottle,iPad,watch,charging-cable",Wed,8,15.31,25,202,2,0,1,TEMP_LEAVE
"keys,bottle,earphones",Mon,4,20.77,29,30,4,0,1,TEMP_LEAVE
earphones,Sat,28,11.79,167,227,4,1,0,OCCUPIED
"bag,pen,earphones,laptop",Sat,2,14.75,18,104,0,1,1,TEMP_LEAVE
"phone,earphones",Wed,1,18.1,163,252,2,1,1,TEMP_LEAVE
phone,Sat,34,20.47,70,239,2,0,1,TEMP_LEAVE
"earphones,mouse,keys,iPad",Sat,3,18.14,192,292,4,0,1,TEMP_LEAVE
"student-id,laptop,glasses,watch",Wed,57,18.44,79,278,5,1,1,LEFT_BEHIND
"mouse,laptop",Mon,33,17.41,89,105,0,1,1,LEFT_BEHIND
"watch,glasses",Wed,46,10.21,139,205,3,0,1,TEMP_LEAVE
"pen,bottle",Thu,21,18.62,196,209,4,0,0,LEFT_BEHIND
"book,watch,pen",Sun,40,13.49,161,270,0,0,1,LEFT_BEHIND
pen,Thu,21,11.44,101,206,1,1,0,OCCUPIED
laptop,Mon,29,21.56,79,193,0,1,0,OCCUPIED
"paper,iPad,keys",Mon,8,8.22,1,101,0,1,0,OCCUPIED
"bottle,watch",Fri,12,14.2,172,178,2,0,1,TEMP_LEAVE
"watch,bag,phone",Sun,12,11.68,37,197,5,1,1,TEMP_LEAVE
keys,Sun,19,8.6,175,367,1,0,1,LEFT_BEHIND
"student-id,charging-cable,earphones,glasses",Tue,20,11.2,17,130,4,1,1,LEFT_BEHIND
"bag,student-id,bottle",Thu,51,16.85,81,140,0,0,1,LEFT_BEHIND
"paper,watch,keys,phone",Mon,10,10.43,59,179,2,0,1,TEMP_LEAVE
"glasses,paper",Fri,2,20.56,89,93,3,0,0,TEMP_LEAVE
"student-id,watch,glasses",Sun,25,14.27,28,181,5,0,0,TEMP_LEAVE
"earphones,iPad,laptop,pen",Sun,29,20.3,148,278,2,0,0,TEMP_LEAVE
"keys,laptop",Sun,20,12.74,180,378,4,1,1,LEFT_BEHIND
"student-id,glasses,bag,watch",Sat,16,19.87,138,220,4,0,1,TEMP_LEAVE
"watch,book,iPad",Sat,46,21.52,80,247,5,1,1,LEFT_BEHIND
"book,earphones",Sun,53,9.04,125,223,4,1,0,OCCUPIED
"phone,charging-cable",Tue,34,18.82,14,40,3,1,0,OCCUPIED
"glasses,bottle",Thu,4,19.38,197,264,5,1,0,OCCUPIED
mouse,Fri,43,15.19,41,216,3,1,0,OCCUPIED
"wallet,pen,charging-cable",Mon,33,12.52,150,350,5,0,1,LEFT_BEHIND
"laptop,watch,charging-cable,phone",Fri,11,9.96,63,133,0,1,1,TEMP_LEAVE
"earphones,watch,bottle",Tue,59,18.95,183,301,2,0,1,TEMP_LEAVE
"watch,glasses,bag,bottle",Sat,32,14.82,35,72,1,1,1,LEFT_BEHIND
"keys,phone,earphones",Wed,56,15.33,45,95,2,0,1,TEMP_LEAVE
"iPad,keys,earphones",Sat,10,16.17,39,216,1,0,0,TEMP_LEAVE
mouse,Thu,26,13.58,65,66,2,1,1,LEFT_BEHIND
"iPad,pen",Wed,41,16.31,164,268,4,0,1,TEMP_LEAVE
book,Sat,11,15.78,63,182,3,0,0,LEFT_BEHIND
"glasses,bag",Mon,58,19.15,156,208,5,0,1,TEMP_LEAVE
"watch,wallet,keys,earphones",Mon,35,17.79,64,113,2,1,0,OCCUPIED
wallet,Tue,2,20.54,50,142,0,0,1,LEFT_BEHIND
book,Tue,22,15.6,27,226,2,0,0,LEFT_BEHIND
"phone,glasses",Sat,39,14.99,158,161,0,0,0,LEFT_BEHIND
"earphones,bottle",Tue,19,8.14,17,80,2,0,0,TEMP_LEAVE
"iPad,wallet",Tue,59,11.24,135,244,3,1,1,LEFT_BEHIND
"charging-cable,mouse",Sat,32,9.43,39,216,5,1,0,OCCUPIED
bottle,Sat,14,12.91,114,186,1,1,1,LEFT_BEHIND
"paper,book,earphones,phone",Mon,5,9.05,85,154,1,0,0,TEMP_LEAVE
"phone,bag,book",Fri,7,14.55,188,276,5,1,1,TEMP_LEAVE
"charging-cable,iPad,wallet,watch",Tue,47,16.73,120,232,4,0,1,TEMP_LEAVE
"mouse,watch,book,pen",Fri,19,17.65,133,270,1,0,0,TEMP_LEAVE
watch,Sat,54,21.38,22,159,1,0,0,TEMP_LEAVE
"paper,mouse",Sat,42,10.83,160,350,3,0,0,LEFT_BEHIND
"glasses,watch,earphones",Mon,45,18.92,35,115,5,1,1,LEFT_BEHIND
mouse,Wed,14,20.18,130,318,0,1,1,LEFT_BEHIND
iPad,Sun,46,17.05,168,191,0,0,1,LEFT_BEHIND
laptop,Wed,39,15.26,87,228,3,0,1,TEMP_LEAVE
"student-id,laptop,wallet,charging-cable",Wed,44,19.75,88,277,1,0,0,TEMP_LEAVE
charging-cable,Sun,9,14.07,82,275,0,0,0,LEFT_BEHIND
"book,student-id,phone",Sat,15,16.72,26,89,3,1,0,OCCUPIED
glasses,Thu,47,8.4,79,218,5,0,0,LEFT_BEHIND
"earphones,bottle,iPad,charging-cable",Wed,24,19.66,159,193,5,1,0,OCCUPIED
"laptop,earphones",Sun,3,18.96,191,241,2,0,0,TEMP_LEAVE
book,Sat,37,12.56,134,213,4,1,0,OCCUPIED
"mouse,watch,wallet,bag",Wed,9,13.38,180,287,1,0,1,TEMP_LEAVE
"phone,watch,paper",Thu,20,17.86,81,266,5,1,0,OCCUPIED
earphones,Thu,13,16.18,141,277,2,1,1,LEFT_BEHIND
"pen,charging-cable",Thu,60,12.49,189,295,5,0,1,LEFT_BEHIND
phone,Tue,21,15.3,16,198,4,1,0,OCCUPIED
phone,Fri,13,18.07,127,302,4,0,1,TEMP_LEAVE
"wallet,charging-cable,paper,mouse",Wed,3,17.37,90,116,5,0,1,TEMP_LEAVE
"wallet,bottle,glasses,charging-cable",Sat,55,8.01,139,170,0,0,0,LEFT_BEHIND
"laptop,phone",Thu,28,15.75,150,185,2,1,0,OCCUPIED
bag,Tue,50,8.37,145,218,0,1,0,OCCUPIED
"glasses,wallet",Fri,44,21.24,2,103,1,1,1,LEFT_BEHIND
glasses,Fri,20,13.9,188,249,4,0,1,LEFT_BEHIND
laptop,Thu,34,8.16,175,322,2,1,0,OCCUPIED
"pen,bottle,bag,laptop",Mon,56,14.06,69,114,4,1,0,OCCUPIED
charging-cable,Sat,8,13.57,11,35,3,0,0,TEMP_LEAVE
"watch,iPad,charging-cable",Fri,50,21.51,158,211,2,0,1,TEMP_LEAVE
"student-id,earphones,pen,bottle",Mon,10,16.19,49,101,4,0,1,TEMP_LEAVE
"charging-cable,student-id",Tue,39,9.11,181,231,5,1,1,LEFT_BEHIND
"watch,pen",Sun,15,19.05,71,125,2,0,1,TEMP_LEAVE
wallet,Thu,58,8.16,106,128,0,0,1,LEFT_BEHIND
"student-id,pen",Wed,24,9.35,185,288,2,0,1,TEMP_LEAVE
"iPad,bag",Fri,55,21.59,17,168,4,1,0,OCCUPIED
"pen,earphones",Sun,26,21.73,60,118,5,0,1,LEFT_BEHIND
"iPad,phone,bottle,paper",Mon,26,21.04,20,26,3,0,1,TEMP_LEAVE
wallet,Sun,5,10.78,125,130,0,0,1,LEFT_BEHIND
"glasses,earphones,book,iPad",Fri,1,18.94,20,208,5,0,1,TEMP_LEAVE
"mouse,bag,glasses",Thu,15,11.98,103,112,3,1,1,LEFT_BEHIND
"charging-cable,paper,wallet",Thu,36,11.04,140,189,3,1,0,OCCUPIED
pen,Sat,5,17.3,149,293,0,0,0,LEFT_BEHIND
"pen,bag",Tue,16,14.7,113,172,5,0,0,TEMP_LEAVE
"bottle,keys,bag",Wed,38,12.98,93,281,3,0,1,TEMP_LEAVE
"glasses,charging-cable,laptop,pen",Thu,41,16.41,122,259,4,0,1,TEMP_LEAVE
"bottle,book,wallet",Mon,0,12.75,50,209,3,1,1,OCCUPIED
"watch,laptop,keys",Sat,25,11.04,37,44,4,0,0,TEMP_LEAVE
"watch,paper,student-id",Mon,46,15.07,164,325,3,0,0,TEMP_LEAVE
"wallet,mouse,book",Mon,40,14.08,146,239,5,0,1,LEFT_BEHIND
"phone,book,mouse",Mon,6,16.86,74,115,1,0,1,TEMP_LEAVE
"phone,paper,earphones",Sat,17,20.96,40,79,0,0,1,TEMP_LEAVE
glasses,Wed,1,21.29,176,371,3,0,0,TEMP_LEAVE
"keys,paper",Fri,7,17.3,119,185,4,0,1,TEMP_LEAVE
wallet,Wed,17,13.54,193,219,1,1,0,OCCUPIED
bag,Wed,24,19.44,78,227,4,1,1,LEFT_BEHIND
"phone,paper",Sat,24,19.38,0,117,5,1,1,LEFT_BEHIND
"wallet,charging-cable",Sat,43,13.72,166,331,2,1,1,LEFT_BEHIND
"bag,phone,bottle,keys",Sun,25,15.59,90,90,5,0,1,TEMP_LEAVE
"phone,glasses,paper,keys",Fri,51,14.89,133,326,4,1,0,OCCUPIED
"charging-cable,laptop,mouse",Sun,60,9.54,95,188,1,1,0,OCCUPIED
watch,Fri,20,14.5,122,153,2,1,0,OCCUPIED
"bottle,paper,mouse,student-id",Sat,50,10.9,99,298,3,0,1,TEMP_LEAVE
"pen,phone,earphones",Thu,35,11.74,82,247,0,1,0,OCCUPIED
"charging-cable,bag,watch",Sat,5,8.26,131,258,5,0,1,TEMP_LEAVE
"watch,charging-cable,earphones,book",Mon,6,9.65,105,226,4,1,1,TEMP_LEAVE
"student-id,glasses,pen,watch",Sun,43,18.2,140,317,3,1,0,OCCUPIED
"bottle,iPad",Mon,24,9.95,96,208,5,0,1,TEMP_LEAVE
"iPad,bag,charging-cable",Fri,2,17.1,65,233,4,0,0,TEMP_LEAVE
"book,phone,bottle,paper",Fri,28,8.49,156,211,2,0,0,TEMP_LEAVE
"laptop,book,keys",Fri,23,13.58,100,182,3,0,1,TEMP_LEAVE
"wallet,student-id",Fri,19,12.61,166,302,5,1,0,OCCUPIED
"glasses,phone,bag,earphones",Fri,3,14.04,22,111,2,1,0,OCCUPIED
"wallet,paper,keys,book",Thu,3,14.88,21,120,1,0,0,TEMP_LEAVE
"earphones,laptop,book,wallet",Sat,35,16.98,110,124,0,0,0,LEFT_BEHIND
"bag,paper,keys",Sat,12,15.48,160,197,4,0,1,TEMP_LEAVE
"bag,bottle",Sat,29,16.38,80,114,1,1,1,LEFT_BEHIND
"wallet,earphones,iPad,charging-cable",Sat,29,14.7,80,200,4,1,0,OCCUPIED
book,Wed,5,19.52,80,155,1,0,0,TEMP_LEAVE
"watch,charging-cable,phone,iPad",Thu,48,12.14,56,108,2,1,0,OCCUPIED
"pen,iPad,laptop,mouse",Mon,11,16.23,128,327,3,0,1,TEMP_LEAVE
"charging-cable,earphones",Sat,26,9.11,57,105,1,1,0,OCCUPIED
"laptop,watch",Mon,11,19.85,61,258,4,0,0,TEMP_LEAVE
mouse,Sat,16,18.41,37,59,5,0,1,LEFT_BEHIND
"student-id,glasses,keys",Tue,51,9.82,34,81,0,0,0,LEFT_BEHIND
"phone,wallet,bottle",Fri,43,13.93,143,315,2,1,1,LEFT_BEHIND
mouse,Mon,25,9.92,59,183,0,0,1,LEFT_BEHIND
"book,iPad,laptop",Thu,25,13.54,131,287,1,0,1,TEMP_LEAVE
"glasses,phone,keys,student-id",Tue,27,18.15,73,267,2,0,0,TEMP_LEAVE
"keys,iPad,phone",Mon,1,19.62,132,181,4,0,1,TEMP_LEAVE
"book,charging-cable,laptop",Wed,31,18.7,135,205,2,1,0,OCCUPIED
"iPad,paper",Tue,24,18.01,8,54,0,1,1,LEFT_BEHIND
glasses,Tue,58,12.22,23,220,4,1,1,LEFT_BEHIND
"charging-cable,bottle,earphones",Thu,37,21.4,116,307,5,0,0,TEMP_LEAVE
"paper,bag,mouse",Sun,0,16.82,116,143,4,1,1,OCCUPIED
"keys,earphones,phone",Sun,56,20.14,6,94,0,1,0,OCCUPIED
"student-id,phone,laptop,mouse",Sun,23,17.89,118,141,2,1,1,LEFT_BEHIND
"pen,bottle",Tue,40,8.28,155,192,5,1,1,LEFT_BEHIND
"watch,glasses",Fri,52,21.63,19,114,2,1,1,LEFT_BEHIND
"mouse,watch",Mon,7,15.29,39,128,1,0,1,TEMP_LEAVE
"bag,phone,mouse",Fri,43,10.78,37,195,5,1,1,LEFT_BEHIND
"earphones,mouse",Sat,8,18.0,90,192,3,1,1,TEMP_LEAVE
"earphones,student-id,watch",Sun,31,20.47,44,168,3,1,1,LEFT_BEHIND
"pen,student-id,phone",Fri,43,9.28,145,343,1,1,0,OCCUPIED
"paper,student-id,bottle,keys",Sat,30,9.85,183,275,3,0,0,TEMP_LEAVE
"keys,book",Tue,43,14.99,163,169,3,1,1,LEFT_BEHIND
bag,Sat,37,13.18,74,77,3,1,0,OCCUPIED
mouse,Tue,42,10.45,32,188,3,1,0,OCCUPIED
"book,iPad,charging-cable",Mon,1,12.1,175,322,4,1,1,TEMP_LEAVE
"mouse,bag,student-id,glasses",Tue,7,19.17,31,230,2,1,0,OCCUPIED
"bag,phone,book",Sun,49,9.7,123,315,5,1,1,LEFT_BEHIND
mouse,Tue,10,11.31,86,121,2,1,0,OCCUPIED
"laptop,bottle",Wed,17,11.96,44,127,2,0,0,TEMP_LEAVE
glasses,Tue,38,9.2,0,21,5,0,0,LEFT_BEHIND
"glasses,laptop",Tue,11,19.41,183,367,1,1,1,LEFT_BEHIND
iPad,Sat,43,19.38,149,156,0,0,0,LEFT_BEHIND
"glasses,pen",Mon,0,15.85,148,227,3,0,0,OCCUPIED
"watch,pen,charging-cable,wallet",Sat,27,9.78,172,185,0,1,1,LEFT_BEHIND
"pen,book,watch",Tue,16,11.94,178,292,4,1,0,OCCUPIED
"glasses,wallet",Sun,35,12.35,112,133,4,1,0,OCCUPIED
"student-id,book,bag,paper",Sat,46,18.92,183,206,3,1,0,OCCUPIED
"wallet,keys",Wed,58,20.66,110,146,5,0,0,TEMP_LEAVE
book,Tue,47,20.3,33,230,4,0,0,LEFT_BEHIND
"book,earphones,glasses,bottle",Mon,55,18.42,13,116,1,1,1,LEFT_BEHIND
phone,Fri,21,19.92,189,317,4,0,1,TEMP_LEAVE
"glasses,iPad",Fri,20,17.3,95,268,3,1,0,OCCUPIED
"phone,iPad",Thu,10,15.79,170,336,4,1,0,OCCUPIED
"iPad,wallet,paper,phone",Fri,24,15.6,168,353,3,0,1,TEMP_LEAVE
"charging-cable,watch",Thu,23,17.49,119,204,0,1,1,LEFT_BEHIND
watch,Wed,54,10.3,9,77,3,0,1,TEMP_LEAVE
"keys,charging-cable",Sun,42,17.25,72,139,0,0,0,LEFT_BEHIND
"paper,student-id",Sat,8,11.68,47,95,0,1,1,LEFT_BEHIND
"bottle,book,pen",Fri,39,9.05,85,162,3,0,1,LEFT_BEHIND
"earphones,keys",Sat,54,9.1,13,54,2,1,0,OCCUPIED
"laptop,student-id",Tue,12,14.63,44,137,2,0,0,TEMP_LEAVE
"phone,glasses,book,wallet",Sun,30,9.74,94,206,5,1,0,OCCUPIED
"paper,wallet,bottle",Thu,25,16.19,9,71,4,0,0,TEMP_LEAVE
laptop,Tue,0,10.39,118,137,0,1,0,OCCUPIED
phone,Wed,37,15.48,113,139,3,1,1,LEFT_BEHIND
watch,Sun,8,9.06,9,200,5,0,0,TEMP_LEAVE
"mouse,book,bottle,bag",Fri,42,17.26,83,203,5,0,0,TEMP_LEAVE
"watch,bag",Sun,27,14.13,54,228,0,1,1,LEFT_BEHIND
"wallet,phone,student-id,iPad",Sat,50,16.4,78,184,5,0,1,TEMP_LEAVE
"keys,paper,bottle,iPad",Mon,28,14.84,64,139,4,1,0,OCCUPIED
"mouse,charging-cable,phone,iPad",Wed,4,19.93,189,374,3,0,0,TEMP_LEAVE
"pen,laptop,keys",Mon,32,18.19,97,243,0,0,1,LEFT_BEHIND
"keys,earphones",Mon,58,15.75,3,79,5,1,1,LEFT_BEHIND
"bottle,charging-cable,bag,wallet",Wed,20,12.56,3,141,2,0,1,TEMP_LEAVE
"bottle,paper,iPad,wallet",Tue,58,8.55,195,378,4,1,0,OCCUPIED
"pen,charging-cable,earphones",Sat,55,11.16,12,110,1,1,1,LEFT_BEHIND
"keys,mouse",Mon,20,8.72,191,381,1,1,1,LEFT_BEHIND
"book,student-id,bottle",Tue,4,14.93,182,204,1,1,1,TEMP_LEAVE
"iPad,keys,student-id",Fri,32,17.68,163,345,4,0,1,TEMP_LEAVE
"laptop,keys,bag,earphones",Tue,0,11.62,63,181,0,0,0,OCCUPIED
"watch,student-id,book,glasses",Thu,59,14.69,123,238,5,1,0,OCCUPIED
"paper,phone",Fri,29,8.78,103,291,5,1,0,OCCUPIED
"mouse,pen,wallet",Fri,34,20.08,16,42,2,1,1,LEFT_BEHIND
"book,mouse,earphones",Wed,44,10.38,118,312,0,0,1,LEFT_BEHIND
"charging-cable,book",Tue,31,10.24,124,225,0,1,0,OCCUPIED
"paper,phone",Tue,55,14.17,136,275,3,1,1,LEFT_BEHIND
"charging-cable,keys,earphones,laptop",Mon,47,17.59,18,139,4,1,1,LEFT_BEHIND
"charging-cable,watch,laptop",Mon,33,13.4,4,174,3,0,0,TEMP_LEAVE
"watch,iPad,phone",Sun,30,9.72,35,117,2,1,1,LEFT_BEHIND
"charging-cable,iPad",Wed,13,15.06,5,148,0,1,1,LEFT_BEHIND
charging-cable,Mon,58,20.91,123,209,3,0,0,LEFT_BEHIND
"bag,iPad,pen",Thu,30,16.91,93,238,3,0,0,TEMP_LEAVE
"pen,bottle,student-id,paper",Fri,6,21.72,61,78,3,1,1,TEMP_LEAVE
"watch,charging-cable",Wed,1,8.03,137,259,3,0,1,TEMP_LEAVE
wallet,Sat,28,11.9,178,265,1,0,0,LEFT_BEHIND
"mouse,glasses,laptop,bag",Thu,53,14.71,52,144,0,0,1,LEFT_BEHIND
mouse,Sun,30,19.44,130,145,1,1,1,LEFT_BEHIND
"glasses,keys,pen,earphones",Sat,22,11.11,29,123,5,1,0,OCCUPIED
"iPad,bag,student-id",Mon,29,19.01,4,126,0,0,1,LEFT_BEHIND
paper,Tue,25,14.83,38,183,1,1,1,LEFT_BEHIND
"mouse,student-id,iPad,book",Mon,41,21.84,86,213,1,0,0,TEMP_LEAVE
paper,Tue,7,16.64,198,216,2,1,1,TEMP_LEAVE
"bag,iPad",Thu,15,10.79,173,211,5,1,1,TEMP_LEAVE
"glasses,student-id,laptop,paper",Sun,42,9.2,178,235,1,1,1,LEFT_BEHIND
"keys,mouse",Thu,20,10.47,107,261,5,0,1,LEFT_BEHIND
"earphones,phone,iPad,watch",Wed,12,15.95,158,300,3,1,1,TEMP_LEAVE
"paper,bag,glasses,iPad",Mon,23,18.69,0,182,5,1,0,OCCUPIED
"book,bag,bottle,watch",Mon,36,11.05,0,7,2,1,0,OCCUPIED
"watch,pen",Tue,60,14.21,71,75,5,1,0,OCCUPIED
"laptop,charging-cable,bag,keys",Mon,41,18.81,119,173,4,1,1,LEFT_BEHIND
"laptop,paper",Sun,27,17.73,114,292,4,1,0,OCCUPIED
"book,phone,charging-cable,paper",Thu,49,13.55,148,249,4,0,0,TEMP_LEAVE
"mouse,laptop,student-id,pen",Sun,29,11.22,171,368,0,1,0,OCCUPIED
"charging-cable,keys,pen,phone",Mon,23,12.33,146,266,1,1,1,LEFT_BEHIND
"paper,laptop,bag",Wed,20,13.42,59,184,5,0,1,TEMP_LEAVE
phone,Wed,41,18.53,138,223,1,0,0,TEMP_LEAVE
wallet,Fri,43,14.43,61,238,0,0,1,LEFT_BEHIND
"pen,mouse,student-id",Wed,32,13.82,28,128,5,1,0,OCCUPIED
"phone,bag,glasses",Wed,30,12.63,10,209,0,0,0,LEFT_BEHIND
wallet,Wed,56,12.02,21,154,3,0,0,LEFT_BEHIND
"keys,student-id",Thu,16,13.22,105,107,2,1,0,OCCUPIED
"bottle,pen,laptop,keys",Fri,48,17.09,150,175,4,0,1,TEMP_LEAVE
bag,Thu,34,11.23,182,370,5,0,0,TEMP_LEAVE
"paper,iPad,pen,bottle",Tue,7,18.86,114,229,4,0,1,TEMP_LEAVE
"iPad,pen,laptop,paper",Sun,21,9.4,198,225,0,0,1,TEMP_LEAVE
"pen,keys",Sat,29,12.99,65,203,0,0,0,LEFT_BEHIND
bag,Thu,42,21.14,181,245,5,1,1,LEFT_BEHIND
"earphones,bag",Mon,19,21.9,125,156,3,0,1,TEMP_LEAVE
"charging-cable,wallet",Tue,35,10.89,99,138,2,1,0,OCCUPIED
"pen,watch",Mon,30,11.53,63,135,1,0,0,TEMP_LEAVE
"bag,student-id,iPad",Fri,58,20.81,100,227,5,1,0,OCCUPIED
"mouse,wallet,iPad",Thu,38,9.47,188,222,1,1,0,OCCUPIED
"keys,charging-cable,earphones,bottle",Thu,12,10.03,43,132,0,0,0,TEMP_LEAVE
glasses,Sun,55,12.03,159,349,2,0,0,LEFT_BEHIND
"mouse,phone,earphones",Mon,17,13.83,155,354,3,0,0,TEMP_LEAVE
"iPad,charging-cable,keys,wallet",Mon,57,8.98,115,194,5,0,1,TEMP_LEAVE
"student-id,book,pen",Mon,15,20.03,139,324,0,0,0,TEMP_LEAVE
earphones,Mon,14,17.95,174,357,2,0,0,LEFT_BEHIND
"glasses,phone,paper",Wed,23,12.3,93,195,3,0,1,TEMP_LEAVE
"bag,paper,iPad",Sun,30,8.15,91,128,1,0,0,TEMP_LEAVE
"laptop,bottle",Fri,53,12.11,20,197,5,1,1,LEFT_BEHIND
"charging-cable,phone,keys",Thu,32,13.56,198,303,1,1,0,OCCUPIED
"watch,pen",Mon,48,11.16,113,126,2,0,1,TEMP_LEAVE
"phone,pen,earphones",Sun,3,21.59,91,142,3,1,1,TEMP_LEAVE
"laptop,mouse,glasses,bag",Sun,43,18.27,42,86,5,0,1,TEMP_LEAVE
paper,Wed,44,13.15,17,59,1,0,0,LEFT_BEHIND
book,Thu,1,16.56,121,201,0,1,1,LEFT_BEHIND
earphones,Thu,34,16.51,121,139,3,1,1,LEFT_BEHIND
"paper,laptop,student-id",Tue,30,15.86,199,262,5,0,0,TEMP_LEAVE
"charging-cable,paper",Mon,5,21.84,80,188,4,1,1,TEMP_LEAVE
"wallet,watch,paper,bag",Thu,4,11.69,60,61,1,1,0,OCCUPIED
watch,Tue,43,12.06,57,220,0,1,0,OCCUPIED
bottle,Tue,28,20.45,187,200,4,0,0,LEFT_BEHIND
"wallet,student-id,pen",Mon,57,15.91,129,255,4,0,0,TEMP_LEAVE
